Data,Número do pedido,Serviço,UF,CEP,Município,Valor previsto,Frete,Peso bruto (gr),Peso Bruto (Kg),Faixa de Peso,Total da Venda
05/07/2024,,.Package,SP,17514-472,Marília,23,25,1564,2,1,135
05/07/2024,,.Package,SP,17514-472,Marília,23,25,1491,1,1,110
05/07/2024,,.Package,SP,05089-040,São Paulo,29,30,3972,4,2,345
06/07/2024,,.Package,RJ,22631-350,Rio de Janeiro,33,35,3972,4,2,350
05/07/2024,,.Package,PR,80540-040,Curitiba,21,25,1243,1,1,125
06/07/2024,,.Package,RJ,22440-000,Rio de Janeiro,33,35,3972,4,2,303
06/07/2024,,.Package,SP,19014-020,Presidente Prudente,33,30,4044,4,3,345
06/07/2024,,.Package,SP,04002-032,São Paulo,29,30,3972,4,2,370
06/07/2024,,.Package,RS,95700-374,Bento Gonçalves,18,15,1491,1,1,115
07/07/2024,,.Package,SP,05007-030,São Paulo,21,25,1548,2,1,115
07/07/2024,,.Package,SP,03390-000,São Paulo,27,25,2318,2,2,210
07/07/2024,,.Package,MG,30492-025,Belo Horizonte,24,30,1564,2,1,120
07/07/2024,,.Package,DF,71915-500,Brasília,34,35,1491,1,1,135
07/07/2024,,.Package,SP,01213-000,São Paulo,29,30,3972,4,2,345
07/07/2024,,.Package,SP,04942-170,São Paulo,29,30,2980,3,2,210
08/07/2024,,.Package,SP,13450-017,Santa Bárbara D'Oeste,25,25,1491,1,1,135
08/07/2024,,.Package,SP,18053-000,Sorocaba,23,25,1491,1,1,125
08/07/2024,,.Package,SP,18047-360,Sorocaba,28,25,2432,2,2,205
08/07/2024,,.Package,RJ,27143-030,Barra do Piraí,34,25,2159,2,2,168
08/07/2024,,.Package,SP,02914-020,São Paulo,29,25,3216,3,2,224
08/07/2024,,.Package,SP,13100-033,Campinas,22,25,1491,1,1,110
08/07/2024,,.Package,SC,88061-160,Florianópolis,28,30,2318,2,2,200
07/07/2024,,.Package,SP,13484-673,Limeira,28,25,2318,2,2,195
08/07/2024,,.Package,RS,90420-180,Porto Alegre,0,20,4044,4,3,360
08/07/2024,,.Package,SC,89620-000,Campos Novos,35,35,3972,4,2,350
08/07/2024,,.Package,SP,07704-035,Caieiras,35,30,3476,3,2,287
08/07/2024,,.Package,SP,02555-100,São Paulo,22,25,1564,2,1,115
08/07/2024,,.Package,PE,55014-425,Caruaru,59,60,3972,4,2,375
09/07/2024,,.Package,RS,95705-218,Bento Gonçalves,22,20,3972,4,2,360
06/07/2024,,.Package,SP,04653-055,São Paulo,26,30,2980,3,2,210
09/07/2024,,.Package,MS,79022-464,Campo Grande,35,40,3476,3,2,297
08/07/2024,,.Package,SP,17280-081,Pederneiras,47,30,3972,4,2,345
08/07/2024,,.Package,MG,36010-370,Juiz de Fora,36,40,3972,4,2,355
07/07/2024,,.Package,RJ,22790-663,Rio de Janeiro,33,35,3972,4,2,350
09/07/2024,,.Package,SP,05411-000,São Paulo,21,25,1491,1,1,110
09/07/2024,,.Package,GO,72980-000,Pirenópolis,120,40,3972,4,2,355
05/07/2024,,.Package,SC,89251-130,Jaraguá do Sul,26,35,2420,2,2,1544
09/07/2024,,.Package,RJ,20720-293,Rio de Janeiro,39,35,3972,4,2,350
09/07/2024,,.Package,SC,89221-230,Joinville,32,35,3972,4,2,350
09/07/2024,,.Package,SP,05470-050,São Paulo,22,25,1491,1,1,110
09/07/2024,,.Package,SP,13105-843,Campinas,22,25,1491,1,1,110
09/07/2024,,.Package,RJ,26295-102,Nova Iguaçu,36,25,2964,3,2,205
10/07/2024,,.Package,PR,81010-200,Curitiba,22,25,1491,1,1,110
10/07/2024,,.Package,SP,14807-303,Araraquara,31,30,3217,3,2,285
10/07/2024,,.Package,SE,49020-010,Aracaju,49,40,3216,3,2,239
10/07/2024,,.Package,RS,93548-000,Novo Hamburgo,17,15,1491,1,1,100
10/07/2024,,.Package,RJ,21755-110,Rio de Janeiro,34,25,2318,2,2,205
10/07/2024,,.Package,RJ,24210-000,Niterói,25,25,1491,1,1,115
10/07/2024,,.Package,RJ,24240-210,Niterói,31,25,2318,2,2,195
11/07/2024,,.Package,SP,04207-000,São Paulo,31,30,3476,3,2,287
11/07/2024,,.Package,DF,70258-180,Brasília,40,40,3476,3,2,297
11/07/2024,,.Package,RS,97573-425,Santana do Livramento,24,20,2964,3,2,190
11/07/2024,,.Package,PB,58039-130,João Pessoa,56,55,2070,2,2,208
11/07/2024,,.Package,RS,93030-230,São Leopoldo,21,20,3972,4,2,335
10/07/2024,,.Package,SP,12242-120,São José dos Campos,29,30,2732,3,2,210
10/07/2024,,.Package,SP,07700-075,Caieiras,32,30,2732,3,2,210
11/07/2024,,.Package,SP,13076-540,Campinas,33,40,4044,4,3,315
10/07/2024,,.Package,RS,96700-000,São Jerônimo,24,15,2216,2,2,205
10/07/2024,,.Package,SC,88063-301,Florianópolis,28,35,2964,3,2,205
10/07/2024,,.Package,PR,85980-000,Guaíra,31,25,1243,1,1,110
10/07/2024,,.Package,DF,71020-124,Brasília,43,45,5745,6,3,540
10/07/2024,,.Package,DF,71020-124,Brasília,43,45,5425,5,3,540
10/07/2024,,.Package,SP,06290-150,Osasco,29,25,5840,6,3,423
11/07/2024,,.Package,SP,18055-400,Sorocaba,29,30,2964,3,2,240
11/07/2024,,.Package,RS,90540-010,Porto Alegre,0,20,3972,4,2,335
12/07/2024,,.Package,SP,07110-090,Guarulhos,27,25,2318,2,2,215
12/07/2024,,.Package,SP,06428-050,Barueri,29,25,3216,3,2,224
12/07/2024,,.Package,RJ,22743-660,Rio de Janeiro,33,25,3216,3,2,224
11/07/2024,,.Package,DF,70683-270,Brasília,39,35,3216,3,2,234
12/07/2024,,.Package,RJ,24340-000,Niterói,34,25,2318,2,2,195
12/07/2024,,.Package,SP,02340-000,São Paulo,23,25,1491,1,1,125
12/07/2024,,.Package,SP,13630-050,Pirassununga,35,30,3972,4,2,345
12/07/2024,,.Package,SC,88037-001,Florianópolis,32,35,3972,4,2,350
12/07/2024,,.Package,MT,78210-717,Cáceres,81,40,1491,1,1,117
12/07/2024,,.Package,SC,89035-038,Blumenau,24,30,1491,1,1,130
12/07/2024,,.Package,PR,87535-000,Xambrê,44,25,1491,1,1,125
13/07/2024,,.Package,SP,09020-110,Santo André,22,25,1491,1,1,110
13/07/2024,,.Package,SP,14021-040,Ribeirão Preto,23,25,1564,2,1,120
13/07/2024,,.Package,ES,29901-445,Linhares,41,35,2318,2,2,210
13/07/2024,,.Package,RJ,22451-265,Rio de Janeiro,25,25,1575,2,1,125
14/07/2024,,.Package,PR,80050-390,Curitiba,28,30,3972,4,2,345
14/07/2024,,.Package,SP,13087-723,Campinas,35,30,4164,4,3,460
14/07/2024,,.Package,RJ,25946-334,Guapimirim,40,35,3476,3,2,292
14/07/2024,,.Package,SP,09561-020,São Caetano do Sul,29,30,3476,3,2,287
15/07/2024,,.Package,RJ,20241-320,Rio de Janeiro,32,25,2318,2,2,225
15/07/2024,,.Package,SC,89285-900,São Bento do Sul,24,30,1564,2,1,120
15/07/2024,,.Package,SP,05015-040,São Paulo,31,30,3972,4,2,345
15/07/2024,,.Package,SP,04030-000,São Paulo,30,30,3972,4,2,345
13/07/2024,,.Package,MG,30220-000,Belo Horizonte,36,30,3216,3,2,229
13/07/2024,,.Package,SP,09725-040,São Bernardo do Campo,29,25,3216,3,2,224
12/07/2024,,.Package,SP,15057-080,São José do Rio Preto,26,25,1491,1,1,135
13/07/2024,,.Package,SP,01231-000,São Paulo,30,25,3863,4,2,290
13/07/2024,,.Package,SP,01526-050,São Paulo,30,30,3936,4,2,350
12/07/2024,,.Package,PR,80035-010,Curitiba,26,40,2528,3,2,205
12/07/2024,,.Package,MG,38408-416,Uberlândia,32,30,2070,2,2,200
14/07/2024,,.Package,MG,31565-040,Belo Horizonte,31,30,2070,2,2,200
15/07/2024,,.Package,SP,17032-633,Bauru,23,25,1548,2,1,115
15/07/2024,,.Package,DF,70380-723,Brasília,36,75,4764,5,3,555
15/07/2024,,.Package,MG,35162-563,Ipatinga,32,40,2980,3,2,220
15/07/2024,,.Package,DF,71740-702,Brasília,40,40,3972,4,2,355
15/07/2024,,.Package,SP,15014-400,São José do Rio Preto,29,30,2964,3,2,240
15/07/2024,,.Package,SP,05018-001,São Paulo,22,25,1564,2,1,115
15/07/2024,,.Package,SP,03111-010,São Paulo,27,25,2318,2,2,225
15/07/2024,,.Package,SP,02256-020,São Paulo,31,30,3972,4,2,345
16/07/2024,,.Package,SP,11665-030,Caraguatatuba,35,30,3972,4,2,345
16/07/2024,,.Package,SP,15093-340,São José do Rio Preto,29,25,2318,2,2,225
16/07/2024,,.Package,SP,15092-254,São José do Rio Preto,23,25,1491,1,1,125
16/07/2024,,.Package,PR,82410-040,Curitiba,26,25,2318,2,2,195
13/07/2024,,.Package,SC,89820-000,Xanxerê,36,35,3476,3,2,292
13/07/2024,,.Package,SP,09891-560,São Bernardo do Campo,31,30,3972,4,2,345
14/07/2024,,.Package,SP,03334-030,São Paulo,30,30,3972,4,2,345
15/07/2024,,.Package,SP,07122-270,Guarulhos,29,35,5892,6,3,472
15/07/2024,,.Package,SP,07122-270,Guarulhos,29,35,5544,6,3,472
16/07/2024,,.Package,RJ,22790-667,Rio de Janeiro,28,45,4871,5,3,470
16/07/2024,,.Package,RJ,22790-667,Rio de Janeiro,28,45,4551,5,3,470
16/07/2024,,.Package,SP,05351-015,São Paulo,27,30,2964,3,2,200
16/07/2024,,.Package,SP,13101-664,Campinas,31,30,3972,4,2,345
16/07/2024,,.Package,RJ,28999-088,Saquarema,43,35,2980,3,2,215
16/07/2024,,.Package,SP,09950-020,Diadema,28,30,2964,3,2,242
16/07/2024,,.Package,PR,82010-510,Curitiba,25,40,2070,2,2,170
16/07/2024,,.Package,PR,87050-170,Maringá,23,25,1491,1,1,110
16/07/2024,,.Package,RS,90440-140,Porto Alegre,0,40,6619,7,4,605
17/07/2024,,.Package,SP,02406-000,São Paulo,31,30,3476,3,2,287
16/07/2024,,.Package,RJ,24320-570,Niterói,40,35,3972,4,2,350
17/07/2024,,.Package,MT,78050-050,Cuiabá,41,40,2318,2,2,210
16/07/2024,,.Package,SP,04618-031,São Paulo,29,30,3548,4,2,287
17/07/2024,,.Package,RJ,22441-000,Rio de Janeiro,37,35,4320,4,3,420
16/07/2024,,.Package,RJ,22790-855,Rio de Janeiro,43,60,7352,7,4,690
16/07/2024,,.Package,RJ,22261-070,Rio de Janeiro,31,45,5517,6,3,576
16/07/2024,,.Package,RJ,22261-070,Rio de Janeiro,31,45,5197,5,3,576
16/07/2024,,.Package,MG,30130-151,Belo Horizonte,41,40,4044,4,3,355
16/07/2024,,.Package,MS,79900-000,Ponta Porã,68,35,2070,2,2,205
17/07/2024,,.Package,SP,14025-384,Ribeirão Preto,29,30,2732,3,2,210
17/07/2024,,.Package,RS,97573-505,Santana do Livramento,26,25,3043,3,2,260
17/07/2024,,.Package,GO,75780-000,Ipameri,161,100,2558,3,2,320
17/07/2024,,.Package,SP,03563-000,São Paulo,30,30,3972,4,2,345
17/07/2024,,.Package,SP,13272-000,Valinhos,34,25,3216,3,2,224
17/07/2024,,.Package,SP,04026-090,São Paulo,29,25,3216,3,2,224
18/07/2024,,.Package,RJ,27600-276,Valença,43,25,2964,3,2,205
18/07/2024,,.Package,RS,91360-054,Porto Alegre,0,20,3145,3,2,275
18/07/2024,,.Package,SC,88010-700,Florianópolis,31,35,3476,3,2,292
18/07/2024,,.Package,RS,90440-041,Porto Alegre,0,40,2897,3,2,300
18/07/2024,,.Package,SC,88030-460,Florianópolis,28,40,2070,2,2,170
18/07/2024,,.Package,SC,89046-120,Blumenau,36,35,4164,4,3,465
18/07/2024,,.Package,RS,95905-503,Lajeado,19,15,1491,1,1,92
18/07/2024,,.Package,SP,14021-650,Ribeirão Preto,29,25,2318,2,2,195
17/07/2024,,.Package,SP,17780-000,Lucélia,29,30,2508,3,2,230
18/07/2024,,.Package,GO,74230-010,Goiânia,56,75,7352,7,4,705
17/07/2024,,.Package,DF,71955-180,Brasília,46,40,3972,4,2,355
18/07/2024,,.Package,RS,91530-390,Porto Alegre,0,20,3972,4,2,304
18/07/2024,,.Package,RS,91530-390,Porto Alegre,0,20,2043,2,2,185
18/07/2024,,.Package,MS,79002-201,Campo Grande,30,35,1491,1,1,120
19/07/2024,,.Package,SP,13289-710,Vinhedo,31,25,2964,3,2,235
19/07/2024,,.Package,RS,98280-000,Panambi,26,20,3972,4,2,335
19/07/2024,,.Package,SP,13104-184,Campinas,28,30,2833,3,2,275
16/07/2024,,.Package,PR,83414-170,Colombo,28,30,3972,4,2,345
19/07/2024,,.Package,SP,03912-010,São Paulo,49,40,3644,4,2,180
19/07/2024,,.Package,RJ,22011-010,Rio de Janeiro,33,35,3476,3,2,292
20/07/2024,,.Package,SP,03984-050,São Paulo,31,25,1564,2,1,115
20/07/2024,,.Package,SC,88040-200,Florianópolis,28,30,2365,2,2,210
20/07/2024,,.Package,RS,90420-041,Porto Alegre,21,15,3216,3,2,214
20/07/2024,,.Package,SP,11025-152,Santos,29,30,2980,3,2,210
20/07/2024,,.Package,SP,13631-030,Pirassununga,33,25,3216,3,2,224
19/07/2024,,.Package,SC,88113-810,São José,23,35,1993,2,1,185
18/07/2024,,.Package,SP,13100-064,Campinas,31,30,3972,4,2,345
20/07/2024,,.Package,RS,95060-360,Caxias do Sul,18,15,2318,2,2,185
20/07/2024,,.Package,SP,04007-003,São Paulo,29,30,3972,4,2,345
20/07/2024,,.Package,RJ,22750-390,Rio de Janeiro,33,35,3972,4,2,350
20/07/2024,,.Package,PR,84500-236,Irati,49,30,2980,3,2,210
20/07/2024,,.Package,SP,13091-700,Campinas,23,30,1993,2,1,210
19/07/2024,,.Package,RS,95900-524,Lajeado,21,15,3791,4,2,285
20/07/2024,,.Package,MG,30140-072,Belo Horizonte,40,40,6388,6,4,554
21/07/2024,,.Package,PE,52061-010,Recife,57,60,3476,3,2,317
21/07/2024,,.Package,SE,49035-360,Aracaju,45,50,2964,3,2,262
21/07/2024,,.Package,BA,44440-552,Santo Antônio de Jesus,113,40,1491,1,1,126
20/07/2024,,.Package,SP,13024-430,Campinas,26,30,2716,3,2,200
20/07/2024,,.Package,SP,09340-350,Mauá,32,35,6388,6,4,549
20/07/2024,,.Package,RJ,22240-003,Rio de Janeiro,37,60,6024,6,4,585
20/07/2024,,.Package,RJ,22240-003,Rio de Janeiro,37,60,6344,6,4,585
21/07/2024,,.Package,RS,91220-140,Porto Alegre,16,15,1916,2,1,153
21/07/2024,,.Package,PR,81200-452,Curitiba,30,30,4044,4,3,400
20/07/2024,,.Package,SP,14960-154,Novo Horizonte,51,30,4044,4,3,430
20/07/2024,,.Package,SP,01445-000,São Paulo,29,30,3217,3,2,325
21/07/2024,,.Package,SP,01233-060,São Paulo,26,25,2964,3,2,205
21/07/2024,,.Package,SP,18055-063,Sorocaba,23,25,1491,1,1,110
22/07/2024,,.Package,SP,15010-080,São José do Rio Preto,28,25,2318,2,2,195
21/07/2024,,.Package,SP,12320-410,Jacareí,28,30,2732,3,2,210
22/07/2024,,.Package,PA,66040-170,Belém,52,50,2318,2,2,250
22/07/2024,,.Package,SP,05143-320,São Paulo,32,25,3216,3,2,224
22/07/2024,,.Package,SP,13034-673,Campinas,29,30,3972,4,2,345
22/07/2024,,.Package,SP,05409-011,São Paulo,29,30,3972,4,2,345
22/07/2024,,.Package,SP,04739-000,São Paulo,26,25,2964,3,2,205
23/07/2024,,.Package,SP,01223-010,São Paulo,21,25,1491,1,1,120
22/07/2024,,.Package,SP,05014-000,São Paulo,27,30,2732,3,2,210
23/07/2024,,.Package,DF,70673-402,Brasília,39,35,3216,3,2,234
23/07/2024,,.Package,MS,79904-504,Ponta Porã,68,40,2964,3,2,210
23/07/2024,,.Package,SP,02040-010,São Paulo,27,25,2464,2,2,205
23/07/2024,,.Package,SP,13207-340,Jundiaí,33,30,3972,4,2,345
23/07/2024,,.Package,SP,03210-001,São Paulo,29,30,3476,3,2,287
23/07/2024,,.Package,RJ,22450-190,Rio de Janeiro,24,25,1934,2,1,160
24/07/2024,,.Package,PR,87013-905,Maringá,29,25,3216,3,2,224
24/07/2024,,.Package,SP,06623-320,Santana de Parnaíba,28,25,2391,2,2,225
23/07/2024,,.Package,SP,02225-010,São Paulo,31,30,3972,4,2,345
22/07/2024,,.Package,RJ,24120-196,Niterói,35,35,3972,4,2,350
22/07/2024,,.Package,SP,13330-230,Indaiatuba,31,30,3972,4,2,345
23/07/2024,,.Package,RJ,28035-302,Campos dos Goytacazes,32,35,2583,3,2,235
24/07/2024,,.Package,PR,82590-300,Curitiba,25,35,5164,5,3,440
24/07/2024,,.Package,SC,89223-100,Joinville,22,35,664,1,1,173
24/07/2024,,.Package,SP,13033-515,Campinas,36,35,5280,5,3,425
25/07/2024,,.Package,SP,13569-230,São Carlos,28,30,2980,3,2,210
25/07/2024,,.Package,MG,30190-090,Belo Horizonte,26,30,1243,1,1,115
25/07/2024,,.Package,SC,89240-000,São Francisco do Sul,36,35,5378,5,3,545
25/07/2024,,.Package,SC,89240-000,São Francisco do Sul,36,35,5698,6,3,545
25/07/2024,,.Package,PR,87014-010,Maringá,26,25,2318,2,2,195
25/07/2024,,.Package,AM,69055-161,Manaus,61,55,2365,2,2,255
25/07/2024,,.Package,SP,05864-200,São Paulo,29,30,2964,3,2,242
25/07/2024,,.Package,SP,13841-311,Mogi Guaçu,25,25,1491,1,1,125
25/07/2024,,.Package,MG,31275-060,Belo Horizonte,32,40,3972,4,2,355
25/07/2024,,.Package,MG,37014-420,Varginha,34,40,2732,3,2,220
25/07/2024,,.Package,SP,05089-000,São Paulo,27,25,2070,2,2,245
25/07/2024,,.Package,RJ,22775-045,Rio de Janeiro,38,35,4044,4,3,390
26/07/2024,,.Package,SP,12220-281,São José dos Campos,23,25,1491,1,1,125
26/07/2024,,.Package,PR,80320-050,Curitiba,27,30,3476,3,2,287
26/07/2024,,.Package,RS,93344-220,Novo Hamburgo,18,20,2716,3,2,190
26/07/2024,,.Package,RJ,22290-190,Rio de Janeiro,30,45,5296,5,3,405
26/07/2024,,.Package,PR,81710-420,Curitiba,28,30,3972,4,2,345
26/07/2024,,.Package,RJ,25804-010,Três Rios,28,25,1491,1,1,115
26/07/2024,,.Package,RJ,20550-050,Rio de Janeiro,31,35,2964,3,2,205
27/07/2024,,.Package,RS,90540-120,Porto Alegre,17,15,1491,1,1,100
27/07/2024,,.Package,PR,84036-010,Ponta Grossa,23,25,1491,1,1,125
26/07/2024,,.Package,RJ,22451-041,Rio de Janeiro,33,25,3216,3,2,224
27/07/2024,,.Package,SP,12945-842,Atibaia,31,25,2432,2,2,205
27/07/2024,,.Package,RS,98300-000,Palmeira das Missões,21,20,3476,3,2,277
27/07/2024,,.Package,SP,13299-747,Itupeva,34,30,3476,3,2,287
27/07/2024,,.Package,RS,90050-000,Porto Alegre,18,15,3216,3,2,214
27/07/2024,,.Package,RJ,22450-140,Rio de Janeiro,33,35,3972,4,2,350
27/07/2024,,.Package,SP,18195-000,Capela do Alto,31,25,1491,1,1,110
28/07/2024,,.Package,SP,14021-656,Ribeirão Preto,31,30,3972,4,2,345
28/07/2024,,.Package,SP,06142-290,Osasco,22,25,1564,2,1,115
28/07/2024,,.Package,SP,17360-634,Torrinha,61,25,3216,3,2,224
28/07/2024,,.Package,SP,13501-628,Rio Claro,31,30,3972,4,2,345
28/07/2024,,.Package,SP,05835-909,São Paulo,33,25,3216,3,2,204
28/07/2024,,.Package,SP,03183-000,São Paulo,28,25,3216,3,2,224
28/07/2024,,.Package,SP,16015-453,Araçatuba,31,30,2964,3,2,247
29/07/2024,,.Package,PR,80030-310,Curitiba,25,25,2159,2,2,168
26/07/2024,,.Package,SP,05417-001,São Paulo,26,25,2070,2,2,195
29/07/2024,,.Package,BA,41600-820,Salvador,50,40,4690,5,3,390
29/07/2024,,.Package,RS,90540-120,Porto Alegre,17,15,1491,1,1,115
29/07/2024,,.Package,MG,36016-311,Juiz de Fora,34,40,3476,3,2,297
29/07/2024,,.Package,PR,86800-607,Apucarana,35,30,4044,4,3,370
29/07/2024,,.Package,PR,80540-280,Curitiba,33,55,7352,7,4,685
29/07/2024,,.Package,SP,14940-534,Ibitinga,37,30,4044,4,3,430
29/07/2024,,.Package,GO,73813-240,Formosa,50,45,4044,4,3,344
30/07/2024,,.Package,RJ,25730-685,Petrópolis,34,25,3216,3,2,224
30/07/2024,,.Package,SP,01127-000,São Paulo,29,30,3476,3,2,287
27/07/2024,,.Package,RO,76803-742,Porto Velho,41,40,1548,2,1,130
29/07/2024,,.Package,RJ,28145-000,Campos dos Goytacazes,56,25,1491,1,1,110
26/07/2024,,.Package,RS,95520-000,Osório,20,20,2964,3,2,230
30/07/2024,,.Package,SP,09531-150,São Caetano do Sul,35,35,7352,7,4,665
30/07/2024,,.Package,PE,56200-000,Ouricuri,273,50,3216,3,2,249
30/07/2024,,.Package,SP,03586-000,São Paulo,28,30,2964,3,2,240
31/07/2024,,.Package,RJ,28942-192,São Pedro da Aldeia,39,35,3972,4,2,350
30/07/2024,,.Package,RJ,22081-025,Rio de Janeiro,33,25,5840,6,3,423
30/07/2024,,.Package,RS,95560-000,Torres,26,20,3217,3,2,275
31/07/2024,,.Package,RS,98700-000,Ijuí,21,20,3926,4,2,290
31/07/2024,,.Package,SP,17700-000,Osvaldo Cruz,25,25,1243,1,1,125
31/07/2024,,.Package,RJ,22430-090,Rio de Janeiro,30,25,2070,2,2,178
30/07/2024,,.Package,DF,70843-120,Brasília,50,75,6856,7,4,647
30/07/2024,,.Package,DF,70843-120,Brasília,50,75,6884,7,4,647
30/07/2024,,.Package,DF,70762-030,Brasília,43,45,5378,5,3,555
30/07/2024,,.Package,DF,70762-030,Brasília,43,45,5698,6,3,555
31/07/2024,,.Package,DF,71065-910,Brasília,42,40,4044,4,3,355
30/07/2024,,.Package,RJ,24935-430,Maricá,39,25,3288,3,2,224
31/07/2024,,.Package,SP,15993-119,Matão,31,25,2365,2,2,210
31/07/2024,,.Package,SP,13212-321,Jundiaí,23,25,1548,2,1,115
31/07/2024,,.Package,SP,13564-050,São Carlos,31,30,3972,4,2,345
31/07/2024,,.Package,DF,72420-210,Brasília,112,40,4072,4,3,355
29/07/2024,,.Package,SP,05374-030,São Paulo,30,30,3576,4,2,287
31/07/2024,,.Package,RS,90010-321,Porto Alegre,15,15,1491,1,1,115
01/08/2024,,.Package,SP,05016-081,São Paulo,22,25,1916,2,1,163
01/08/2024,,.Package,SP,06554-050,Santana de Parnaíba,32,30,4091,4,3,415
01/08/2024,,.Package,RJ,28898-096,Rio das Ostras,35,25,2318,2,2,195
01/08/2024,,.Package,SP,13170-050,Sumaré,29,25,2964,3,2,205
02/08/2024,,.Package,SP,01425-010,São Paulo,27,30,2732,3,2,210
30/07/2024,,.Package,SP,13960-000,Socorro,36,30,4044,4,3,345
02/08/2024,,.Package,RJ,20730-000,Rio de Janeiro,38,35,3476,3,2,292
02/08/2024,,.Package,SP,13579-000,São Carlos,48,25,1636,2,1,115
02/08/2024,1241,.Package,SP,01425-010,São Paulo,27,30,2732,3,2,210
02/08/2024,1244,.Package,RJ,20730-000,Rio de Janeiro,38,35,3476,3,2,292
02/08/2024,1242,.Package,SP,13579-000,São Carlos,48,25,1636,2,1,115
02/08/2024,1246,.Package,SP,09812-450,São Bernardo do Campo,28,25,3216,3,2,224
02/08/2024,1247,.Package,RJ,22010-050,Rio de Janeiro,35,35,3972,4,2,350
03/08/2024,1249,.Package,SP,03320-000,São Paulo,29,30,3972,4,2,345
02/08/2024,1250,.Package,ES,29070-040,Vitória,35,35,2318,2,2,205
03/08/2024,1251,.Package,PR,80220-080,Curitiba,27,25,3216,3,2,224
03/08/2024,1252,.Package,AM,69057-001,Manaus,66,55,3216,3,2,254
03/08/2024,1253,.Package,MT,78300-174,Tangará da Serra,89,40,2964,3,2,220
03/08/2024,1255,.Package,SP,01401-002,São Paulo,21,25,1491,1,1,125
03/08/2024,1256,.Package,SC,88037-740,Florianópolis,28,30,2964,3,2,210
03/08/2024,1257,.Package,SP,13720-000,São José do Rio Pardo,34,30,3476,3,2,287
03/08/2024,1248,.Package,SP,07124-000,Guarulhos,28,35,5544,6,3,472
03/08/2024,1248,.Package,SP,07124-000,Guarulhos,28,35,5892,6,3,472
02/08/2024,1245,.Package,SP,09531-000,São Caetano do Sul,26,30,2115,2,2,190
03/08/2024,1254,.Package,SP,13024-000,Campinas,29,30,3936,4,2,337
03/08/2024,1262,.Package,ES,29101-012,Vila Velha,39,40,3972,4,2,355
03/08/2024,1263,.Package,SP,06864-188,Itapecerica da Serra,31,25,1564,2,1,115
04/08/2024,1268,.Package,SP,18087-015,Sorocaba,31,30,3476,3,2,287
04/08/2024,1270,.Package,RS,96070-370,Pelotas,19,20,3476,3,2,277
04/08/2024,1269,.Package,DF,71936-250,Brasília,40,35,2964,3,2,245
05/08/2024,1275,.Package,GO,74043-011,Goiânia,40,35,3216,3,2,234
05/08/2024,1274,.Package,RJ,20241-320,Rio de Janeiro,38,35,4044,4,3,435
04/08/2024,1273,.Package,SC,88036-330,Florianópolis,28,35,2980,3,2,215
04/08/2024,1272,.Package,RJ,22765-030,Rio de Janeiro,35,35,4044,4,3,325
04/08/2024,1271,.Package,SP,04044-060,São Paulo,29,30,3217,3,2,300
04/08/2024,1267,.Package,RJ,22441-130,Rio de Janeiro,33,35,3217,3,2,335
04/08/2024,1265,.Package,SP,07930-170,Francisco Morato,49,25,3217,3,2,315
03/08/2024,1264,.Package,PR,86025-030,Londrina,26,30,2964,3,2,200
05/08/2024,1278,.Package,DF,70353-020,Brasília,36,60,2318,2,2,230
05/08/2024,1276,.Package,RS,90035-120,Porto Alegre,17,20,2732,3,2,200
05/08/2024,1277,.Package,MG,38025-380,Uberaba,26,48,1243,1,1,133
05/08/2024,1280,.Package,RS,91350-080,Porto Alegre,15,30,1491,1,1,115
05/08/2024,1281,.Package,SP,03337-040,São Paulo,34,35,5000,5,3,735
06/08/2024,1283,.Package,RJ,20520-054,Rio de Janeiro,35,42,3972,4,2,357
03/08/2024,1282,.Package,SP,08588-570,Itaquaquecetuba,32,30,2732,3,2,210
06/08/2024,1284,.Package,SP,18702-811,Avaré,34,40,3972,4,2,355
06/08/2024,1285,.Package,SP,01006-900,São Paulo,31,40,2964,3,2,252
06/08/2024,1286,.Package,SP,11772-372,Peruíbe,36,40,2318,2,2,220
06/08/2024,1289,.Package,MG,38400-124,Uberlândia,37,32,4044,4,3,338
06/08/2024,1291,.Package,SP,04041-003,São Paulo,29,40,3972,4,2,355
07/08/2024,1295,.Package,GO,74085-140,Goiânia,37,50,2070,2,2,250
07/08/2024,1296,.Package,PE,54522-125,Cabo de Santo Agostinho,55,50,2070,2,2,225
07/08/2024,1297,.Package,RJ,24342-393,Niterói,39,42,3972,4,2,357
07/08/2024,1292,.Package,MG,30170-080,Belo Horizonte,26,48,1243,1,1,133
07/08/2024,1294,.Package,RS,95150-000,Nova Petrópolis,24,26,2732,3,2,206
07/08/2024,1293,.Package,PR,87023-060,Maringá,27,36,2732,3,2,216
07/08/2024,1299,.Package,DF,71909-000,Brasília,44,52,3476,3,2,309
07/08/2024,1300,.Package,RJ,20550-013,Rio de Janeiro,38,42,3476,3,2,299
07/08/2024,1302,.Package,PR,87025-660,Maringá,35,46,5000,5,3,746
08/08/2024,1303,.Package,RS,93340-140,Novo Hamburgo,20,26,3972,4,2,341
06/08/2024,1288,.Package,RJ,25535-261,São João de Meriti,27,38,1491,1,1,110
08/08/2024,1304,.Package,SP,18682-046,Lençóis Paulista,37,40,4044,4,3,400
05/08/2024,1279,.Package,SP,04003-043,São Paulo,29,40,3217,3,2,340
